"","main_category","state","backers","country","usd_pledged_real","usd_goal_real","date_diff"
"353655",7,0,21,22,960,2000,30
"353660",7,1,59,22,5135,5000,60
"353662",11,0,4,22,170,2500,45
"353664",11,1,21,22,1690,1500,40
"353673",11,1,317,10,17981.89,16344.94,31
"353691",14,0,1,2,178.15,356.3,30
"353695",11,0,8,22,262,6000,30
"353709",6,0,0,22,0,333,10
"353715",9,3,44,22,2255,1000,30
"353733",5,0,175,2,23865.8,31611.27,60
"353734",5,1,602,22,32223,1000,45
"353753",11,0,4,22,36,35000,57
"353764",13,0,0,22,0,15000,30
"353774",8,0,2,22,100,600,10
"353776",14,0,18,22,1247,150000,35
"353794",9,1,667,10,11592.25,10230.18,31
"353806",1,1,43,22,856.01,750,59
"353807",7,0,6,4,373.91,22939.29,40
"353821",1,0,3,22,115,4300,30
"353835",7,1,99,22,3342,2500,39
"353844",5,0,1,22,1,60000,30
"353850",12,1,57,22,8500,8500,40
"353856",9,0,12,22,67.11,1000,60
"353877",10,2,7,10,477.39,6819.89,60
"353881",11,1,4,22,758,750,30
"353911",9,1,125,10,8854.84,785.7,30
"353915",5,0,1,22,50,10000,30
"353920",7,0,5,22,112,24000,31
"353925",14,1,27,22,6203,6000,45
"353936",7,1,4,3,62.59,55.88,60
"353943",6,1,10,22,1155,500,20
"353959",5,0,9,22,900,25000,30
"353960",7,0,17,22,1650,5000,30
"353983",11,0,13,6,1127.13,22981.3,40
"354006",9,0,4,4,438.85,984.33,30
"354014",14,0,1,22,75,20000,30
"354018",7,0,37,22,13564,15000,30
"354026",7,1,110,22,9413.49,5000,45
"354032",7,0,1,22,100,2500,30
"354046",1,3,0,22,0,1500,30
"354057",7,1,19,10,609.44,321.61,30
"354064",7,1,56,22,2230.02,2000,35
"354083",9,0,4,22,100,20000,30
"354103",9,1,190,22,9706.84,8840,30
"354121",9,1,149,22,2524,500,30
"354122",3,0,5,22,90,2000,30
"354137",13,0,2,4,2.93,5496.52,30
"354145",15,1,65,22,2981,2500,19
"354196",7,0,38,22,3575,65000,30
"354197",1,0,8,22,206,995,30
"354215",9,1,391,2,12003.07,6528.42,14
"354222",1,0,2,22,70,500,30
"354223",7,3,15,22,10137,125000,33
"354230",5,0,0,22,0,50000,49
"354249",13,1,88,22,5733,5500,30
"354255",7,1,5,22,310,250,21
"354261",7,0,8,22,296,3000,28
"354276",11,0,4,22,53,5340,91
"354287",8,1,99,10,3922.15,1881.88,30
"354297",7,3,6,22,345,5000,30
"354304",3,0,19,16,330.58,4760.39,30
"354317",5,0,3,2,121.18,16567.82,30
"354323",13,0,1,22,1,1700,30
"354329",8,0,0,22,0,2e+05,30
"354330",2,1,873,4,27103.07,22581.36,60
"354340",1,3,106,22,7754,28000,45
"354344",11,0,2,22,20,500,53
"354345",6,1,69,22,8195,5500,35
"354356",2,0,20,22,381,2250,30
"354379",7,0,185,22,22263,30000,45
"354423",9,1,25,22,1023,400,30
"354425",7,0,0,10,0,37917.85,30
"354427",5,1,1176,22,24313.76,14000,33
"354430",1,0,5,22,190,2500,30
"354432",15,1,34,10,1327.37,1264.16,30
"354446",9,1,801,22,24024,5000,22
"354448",7,0,60,22,12677.22,35000,30
"354458",13,0,18,22,481,1500,30
"354460",7,0,20,22,694,15000,25
"354465",1,0,4,22,76,500,42
"354468",11,1,43,22,1423,400,20
"354483",6,3,48,22,4195,20000,30
"354486",11,0,9,22,1655,38000,60
"354491",6,3,2,16,243.6,4815.32,30
"354494",2,1,262,22,25270,3000,30
"354508",3,1,177,22,7759,7000,31
"354515",1,0,4,13,155.91,5996.5,41
"354518",6,0,0,22,0,5000,45
"354519",8,1,112,22,5387,5000,30
"354527",1,0,17,22,1136,8000,60
"354541",7,0,0,22,0,2000,40
"354549",9,1,821,22,35612.57,30000,26
"354554",6,0,0,10,0,85666.56,30
"354558",6,0,1,10,1.46,584.58,30
"354579",8,0,9,22,165,3000,49
"354586",8,0,2,22,51,20000,30
"354601",14,1,142,22,4633,100,30
"354617",1,0,1,22,30,2000,60
"354641",14,1,21,22,926,839,20
"354672",13,1,103,17,9882.34,8913.72,30
"354687",2,1,67,22,3165,3000,30
"354703",9,0,231,22,9086,42000,30
"354707",13,1,552,22,24161,16500,30
"354708",3,0,2,22,6,150000,30
"354710",2,0,56,22,2285,4000,32
"354712",5,0,22,22,1660,30000,49
"354715",7,0,1,22,25,1500,48
"354758",7,0,4,22,165,1500,52
"354767",7,0,12,22,4282,30000,30
"354776",2,0,4,22,160,5000,60
"354789",7,1,14,22,550,550,21
"354792",12,1,29,22,2550,2500,42
"354801",9,0,1,22,2,2500,30
"354847",9,0,26,22,966,2400,16
"354868",9,0,1,22,5,2500,30
"354902",8,3,0,22,0,150000,30
"354911",7,0,51,22,3630,13000,42
"354923",5,1,749,22,41638.02,9000,30
"354927",6,0,10,4,260,464.29,8
"354929",7,0,1,2,3.85,770.36,30
"354931",1,0,5,16,231.97,2416.39,20
"354941",5,1,37,22,4330,4000,58
"354951",14,3,0,22,0,75000,30
"354962",9,0,6,22,130,13000,30
"354977",8,2,1,22,10,3000,30
"354978",14,1,145,10,31814.13,24733.7,28
"354981",6,1,20,22,1120,1000,30
"354987",7,0,2,22,15,1500,40
"355009",14,0,0,22,0,17000,45
"355041",9,1,2387,22,299483,50000,30
"355047",13,0,17,22,1100,2461,30
"355059",1,3,0,22,0,5000,90
"355082",13,2,5,20,331.47,9872.52,30
"355105",11,0,21,22,1110,3000,30
"355111",8,0,9,4,803.87,12304.16,28
"355120",5,3,1,10,300.11,24498.7,30
"355122",13,1,66,22,5306,5000,30
"355144",7,1,47,22,3465,3000,45
"355153",11,1,177,22,16141,10000,30
"355154",5,1,35,4,410.7,91.27,19
"355155",1,1,10,22,400,400,10
"355163",7,1,549,4,26477.33,10529.09,31
"355172",13,0,3,22,356,1500,30
"355175",5,1,1049,22,188828,25000,30
"355184",13,0,1,10,15.38,5384.12,7
"355202",12,0,0,22,0,3000,13
"355218",14,0,0,22,0,6000,30
"355229",11,1,32,22,2000,800,20
"355233",8,1,25,22,2077,2000,32
"355272",2,3,16,22,243,1710,60
"355276",9,0,10,22,822,36000,28
"355281",11,0,1,22,10,15000,30
"355285",9,1,23,22,4884,4000,30
"355288",9,1,16,22,1520,1500,30
"355291",14,0,0,22,0,42000,30
"355297",7,0,30,22,14581,55000,25
"355324",5,0,0,22,0,20000,30
"355333",12,1,18,22,1476,1150,30
"355337",3,0,2,22,45,1000,30
"355338",7,0,14,8,2331.54,5959.97,40
"355341",8,1,137,22,11274,10000,30
"355367",13,1,150,22,8258,6000,30
"355380",7,1,183,22,12605,12000,41
"355427",3,1,108,10,3882.59,358.3,24
"355437",9,0,63,22,1460,7500,34
"355439",7,3,0,22,0,10000,48
"355448",5,0,1,22,10,10000,30
"355469",13,0,2,22,60,3000,20
"355490",13,0,6,22,120,300,14
"355497",15,1,43,22,2080,1500,30
"355508",7,1,10,22,1513,1500,30
"355543",7,1,102,22,5281,5000,40
"355549",8,0,1,19,7.57,3784.72,60
"355554",13,1,71,22,2855,2500,31
"355564",6,0,1,4,0.8,13637.09,30
"355570",14,0,8,2,379.43,11428.57,40
"355578",7,0,4,2,209.52,3724.74,30
"355582",13,0,6,22,445,13750,30
"355587",6,0,1,22,1,1000,25
"355597",14,0,5,22,235,250000,59
"355611",13,1,45,22,6723,5000,30
"355637",5,0,75,22,3433,38000,35
"355649",11,1,18,22,379,350,60
"355662",6,0,4,13,120.42,17708935.93,9
"355674",7,0,0,22,0,10000,30
"355694",13,3,2,22,51,150000,60
"355696",9,0,14,10,475,6074.15,30
"355697",11,0,0,22,0,30000,60
"355710",1,1,33,10,1689.28,1687.59,30
"355716",13,1,379,22,49181,45000,30
"355728",7,0,0,22,0,10000,30
"355729",9,0,2,4,1.5,22.48,30
"355737",2,1,27,22,605,500,30
"355744",7,3,15,22,827,75000,30
"355748",9,0,0,22,0,3500,30
"355750",1,1,63,10,3129.63,3051.8,11
"355764",11,1,284,22,20591.5,10000,27
"355778",13,1,7,22,400,300,27
"355781",15,1,61,22,4225,4000,30
"355788",13,1,49,22,3325,3000,33
"355791",7,1,192,22,11262.65,10000,22
"355798",1,0,4,22,56,3800,60
"355813",6,1,22,13,12582.41,10860.95,30
"355846",5,0,5,22,2320,75000,30
"355850",13,0,58,18,3299.95,12064.76,30
"355860",11,0,52,22,3383,8000,27
"355907",11,1,54,22,1521,1500,30
"355911",11,1,144,22,9748,4590,38
"355922",6,3,3,10,386.36,28619.26,45
"355968",11,0,6,22,146,5500,30
"355985",11,1,41,22,1665,1600,37
"355987",7,3,0,22,0,5000,30
"356025",10,1,188,22,10938,10000,30
"356039",11,0,26,22,1160,5000,30
"356042",3,0,10,21,80.91,288.98,30
"356070",14,0,2,22,35,30000,40
"356075",7,3,0,22,0,450,24
"356078",11,1,143,22,5271.33,2500,30
"356083",14,0,41,2,1268.78,26832.26,35
"356086",11,0,2,22,50,1500,30
"356090",13,3,0,4,0,787.03,30
"356097",6,1,35,22,916,500,25
"356100",13,1,25,22,725,175,22
"356102",6,0,0,22,0,4250,60
"356164",11,1,114,4,3960.5,3684.87,23
"356168",9,0,6,22,6,100,24
"356178",13,1,25,22,2397,800,30
"356186",11,1,30,10,2786.48,2516.01,30
"356191",14,0,1,8,11.81,29525,60
"356203",6,0,1,22,40,1000,30
"356209",7,3,9,22,1090,3700,59
"356219",1,1,136,22,6920.48,6500,18
"356222",14,0,0,2,0,16538.49,30
"356226",8,1,30,22,1195,900,20
"356279",7,1,49,22,2565,2000,45
"356284",13,1,41,22,3001,1000,30
"356294",5,0,52,17,44783.36,81037.28,29
"356298",7,0,46,22,14204.33,1e+05,40
"356314",5,3,6,22,1055,80000,45
"356317",10,0,14,22,260,4000,81
"356326",7,3,0,22,0,24000,40
"356337",11,1,41,22,2720,2150,30
"356338",12,0,0,22,0,15000,30
"356344",6,0,1,10,1.27,1017.98,30
"356345",13,0,0,22,0,24000,30
"356354",9,0,0,22,0,50000,30
"356357",6,1,35,22,2505,2500,30
"356370",14,3,0,13,0,11192.94,30
"356372",7,0,11,22,1325,41900,30
"356390",13,3,19,22,1218,8750,30
"356393",7,1,100,22,11281,10000,30
"356405",11,1,17,22,551,500,44
"356411",9,0,190,22,16648,50000,30
"356422",7,1,36,22,1901,1900,43
"356426",14,3,1,10,28.56,92805.44,36
"356432",11,1,107,22,15885,15400,40
"356443",5,0,327,22,47237.99,1e+05,30
"356457",10,0,18,22,1337,5000,28
"356478",14,1,265,22,12415,1500,45
"356495",7,1,24,22,3000,3000,31
"356500",8,1,26,22,1700,1500,20
"356506",9,1,248,22,17302,5000,30
"356516",12,0,1,4,0.83,4153.86,30
"356530",13,2,3,22,88,2000,6
"356544",14,0,3,9,210.55,44559.8,31
"356559",5,0,1,22,5,3300,30
"356573",2,1,85,10,2168.27,1583.83,32
"356579",1,0,3,22,14,250,18
"356585",15,1,156,22,7172,5500,24
"356590",14,0,2,22,400,1e+05,30
"356600",9,0,63,13,2954.62,17407.45,30
"356602",11,0,12,22,744,2000,30
"356606",7,1,11,22,835,800,53
"356619",9,0,2,22,2,5500,30
"356634",11,3,4,22,115,12500,32
"356643",3,0,4,22,33,1000,30
"356645",11,1,46,22,3607,3500,30
"356648",1,1,237,22,10718,5000,30
"356662",11,0,1,22,200,500,30
"356672",3,0,16,22,328,1000,30
"356685",11,0,1,22,1,25000,60
"356690",7,1,24,22,1650,1500,25
"356691",7,0,7,22,1221,15000,90
"356694",5,0,17,22,1918,8500,31
"356713",15,1,210,22,11480,10000,21
"356716",13,0,0,22,0,110000,30
"356737",6,0,1,22,10,1e+05,55
"356739",4,1,36,22,2375,1850,30
"356744",11,1,79,2,2901.03,2400.19,21
"356748",13,0,2,22,75,25000,30
"356750",13,0,4,10,54.18,1505.12,30
"356755",5,1,81,22,10802.01,10000,30
"356756",8,0,0,22,0,250,30
"356762",8,0,90,22,8200,14080,33
"356789",14,0,1,9,16.11,55531.7,42
"356795",11,0,1,22,1,2500,30
"356817",5,0,7,22,252,3950,28
"356835",6,0,146,22,13486,40000,60
"356846",11,3,1,22,10,500,60
"356851",7,0,0,4,0,45199.78,60
"356853",7,0,1,22,5,5000,26
"356872",15,0,14,22,261,750,14
"356885",14,0,0,10,0,46157.09,20
"356892",1,0,1,22,1,5000,30
"356898",14,0,7,9,1152.03,54650.18,30
"356921",6,0,0,19,0,3558.72,30
"356962",14,1,125,11,2169.19,1279.98,30
"356972",14,0,7,22,412,3000,34
"356977",11,1,65,22,4050,3250,36
"356983",1,0,1,22,50,5725,52
"356990",9,3,14,22,594,2500,15
"356995",11,0,2,2,5.35,6236.08,40
"356996",3,0,0,22,0,500,30
"357002",13,1,38,22,1254,700,30
"357021",7,1,37,22,3135,3000,30
"357025",7,0,3,22,102,9000,30
"357028",14,0,1,22,5,7850,30
"357029",13,0,4,22,71,1000,30
"357045",8,3,49,22,4281,25000,8
"357093",12,1,164,22,18304.44,15000,31
"357095",12,0,11,22,461,2500,60
"357113",14,3,0,22,0,15000,60
"357118",7,0,2,22,10,2500,22
"357122",6,0,1,22,200,10000,20
"357125",13,1,134,22,13562,10000,30
"357126",9,0,44,3,2031.14,38031.85,36
"357131",7,0,0,22,0,10000,30
"357137",14,0,3,22,71,150000,30
"357143",13,1,40,12,3521.61,3438.11,25
"357146",9,1,545,10,15765.63,1998.85,28
"357151",15,1,381,22,81866,80000,60
"357160",11,1,78,22,2246,1200,30
"357167",1,1,11,22,370,275,23
"357173",11,0,1,10,83.59,50152.97,60
"357202",11,1,15,10,176.43,164.89,10
"357204",2,0,252,22,13891,26000,30
"357215",11,1,24,22,3750,3000,35
"357216",14,0,6,22,156,2e+05,30
"357228",1,0,12,22,925,4000,30
"357229",12,0,0,22,0,2500,30
"357264",11,1,50,22,5000,5000,61
"357270",6,0,44,22,4820,25000,45
"357285",13,0,12,22,526.5,2500,30
"357317",14,0,7,22,118,2200,30
"357323",7,1,11,22,855,850,21
"357332",7,0,33,22,1023,30000,45
"357352",7,1,1702,22,163007.38,1e+05,23
"357364",8,0,3,22,15,25,30
"357365",7,1,214,16,11384.32,10535.19,45
"357381",14,1,683,22,258898,80000,60
"357400",9,0,53,22,3306,10000,20
"357437",11,0,3,22,12,70000,30
"357439",1,0,3,22,450,5000,30
"357457",13,0,15,22,601.06,1000,30
"357462",14,0,2,22,6,175,17
"357463",8,0,0,22,0,225000,30
"357464",11,0,16,22,485,6000,30
"357504",2,1,103,22,4063,4000,24
"357507",3,1,152,22,9777,2000,30
"357509",9,0,2,10,7.66,2043.06,30
"357517",7,1,27,22,1101,400,30
"357546",7,0,0,22,0,10000,30
"357547",13,0,0,22,0,20000,30
"357549",9,3,5,10,316.39,3890.04,30
"357550",1,3,0,10,0,262.18,30
"357558",3,3,0,2,0,14.05,30
"357561",8,0,0,10,0,51547.08,60
"357568",8,0,2,22,55,6000,60
"357573",13,0,1,22,5,1000,36
"357587",13,0,35,22,2405,45000,45
"357598",11,0,0,22,0,3500,30
"357607",7,3,0,22,0,500,12
"357633",8,0,1,22,5,5000,26
"357637",7,0,6,22,240,25000,61
"357640",11,1,43,22,3385,3000,18
"357642",11,0,7,22,305,4000,30
"357644",1,1,16,22,594.2,420,30
"357648",13,1,9,22,635,560,58
"357659",5,1,53,22,11338.99,11000,60
"357682",14,3,50,22,13169,26000,43
"357683",1,3,1,22,100,25000,43
"357694",7,1,65,22,4646,4500,30
"357695",5,0,92,4,8935.62,58440.31,45
"357705",5,0,16,4,296.27,2267.4,30
"357715",9,1,442,22,31805,19000,45
"357734",9,1,415,22,14742,12345,41
"357737",14,0,12,22,822,50000,30
"357738",11,0,3,22,140,1000,30
"357742",1,0,3,22,216.25,1500,30
"357746",4,1,23,22,1000,1000,26
"357765",9,3,7,22,421,1745000,59
"357770",1,1,40,22,5427,5000,7
"357779",8,0,75,10,3138.28,44409.57,55
"357780",15,1,141,22,10885,10000,30
"357789",7,0,22,22,2155,25000,43
"357796",13,1,50,22,8640,5940,30
"357797",9,1,706,22,32188,12000,32
"357844",6,1,2545,22,196604.37,20000,22
"357851",14,3,5,22,340,1e+05,35
"357856",5,1,118,22,27010,27000,36
"357872",14,3,8,13,717.11,21335.36,31
"357879",5,0,0,22,0,6500,60
"357890",14,0,1,22,5,1000,30
"357896",7,0,20,22,1491,10000,15
"357905",7,0,5,22,320,1600,60
"357935",5,1,760,4,15671.1,1180.82,25
"357948",7,1,73,22,12767,10000,53
"357952",1,0,2,22,90,200,35
"357961",11,0,0,20,0,5890.81,30
"357964",9,0,0,22,0,15000,15
"357965",5,1,54,9,35005.11,34867.75,30
"357982",11,0,4,22,235,500,15
"357992",5,0,18,22,1720,30000,30
"357999",15,3,0,22,0,45000,24
"358005",7,0,0,2,0,5517.89,30
"358010",13,1,52,4,5297.5,3883.8,30
"358011",5,0,2,22,10,10000,30
"358017",7,0,4,22,12,30000,60
"358020",11,0,1,22,5,2500,20
"358035",1,0,22,22,3352,11000,24
"358038",11,0,0,22,0,5000,61
"358042",5,0,9,13,347.29,11166.95,30
"358055",9,1,232,22,10665,2500,30
"358071",2,1,232,22,7752.13,7000,30
"358087",9,0,3,22,36,10000,44
"358091",9,3,5,22,21,1000,30
"358092",8,1,227,22,18230,15000,40
"358100",11,0,1,22,5,1500,45
"358103",7,0,2,4,17.99,449.72,45
"358104",15,1,90,22,5687,5000,30
"358118",9,0,10,9,356.07,1633.35,14
"358127",11,1,106,22,12957,12000,30
"358137",7,1,71,22,8260,7000,30
"358162",13,0,0,22,0,500,30
"358206",13,1,153,22,7791,5000,33
"358214",9,3,65,17,3371.84,17351.19,31
"358217",11,1,26,22,2750,2000,37
"358218",13,0,1,10,8.4,5042.69,30
"358224",7,0,2,22,125,4000,25
"358233",11,0,6,22,88,1000,30
"358245",9,0,0,22,0,1000,30
"358253",14,3,4,22,250,750,30
"358255",7,1,124,22,8697,8000,30
"358260",2,3,0,22,0,11000,55
"358274",7,3,4,22,450,12500,45
"358275",12,0,5,22,85,10000,23
"358281",7,1,12,22,1295,1000,15
"358287",11,1,35,22,4414,4000,32
"358312",11,1,205,22,14511,10000,21
"358319",9,1,124,22,3271,2000,60
"358333",7,1,3,22,210,100,31
"358356",8,0,1,22,45,1e+05,45
"358382",11,0,33,22,797,5000,60
"358387",2,1,59,22,2197,2000,30
"358400",15,1,23,22,1046,1000,36
"358421",9,1,396,22,26843,24000,35
"358431",11,0,2,22,70,500,30
"358439",11,0,1,22,5,2500,60
"358441",13,0,0,10,0,156545.97,30
"358447",1,0,3,22,130,1250,90
"358452",14,0,2,22,20,5000,30
"358476",8,1,64,22,5710,5500,50
"358478",9,0,2,4,1.61,6425.19,30
"358482",7,0,4,22,180,700,30
"358484",1,1,22,22,4521,4500,30
"358488",1,1,89,22,4086.79,3500,60
"358490",5,0,7,22,87,3000,30
"358491",1,3,2,22,100,8000,30
"358505",14,0,2,4,1.55,640478.22,30
"358532",8,0,5,22,782.11,60000,30
"358540",11,1,29,22,551,1,45
"358607",1,0,1,22,5,975,10
"358619",9,1,194,10,2597.83,1564.02,30
"358633",7,3,195,22,37851.25,122000,28
"358637",5,3,2,22,20,5000,30
"358639",12,1,65,22,3060,2000,28
"358644",6,0,1,22,8,15000,30
"358651",12,0,5,22,50,500,45
"358672",14,0,7,22,1123,16000,32
"358675",1,0,2,22,149,2600,30
"358688",7,1,294,13,20910.65,16353.05,45
"358709",6,1,50,4,1890.22,158.18,10
"358712",11,1,87,22,7057,6000,30
"358727",7,1,284,22,25126,25000,60
"358729",15,0,6,22,76,500,45
"358743",11,3,0,10,0,9641.77,30
"358745",13,1,52,22,3081,3000,30
"358753",1,0,1,22,10,2000,59
"358798",9,1,367,22,28028,7500,36
"358805",11,0,1,22,15,1000,12
"358809",9,0,101,10,2873.78,55891.94,45
"358835",9,1,635,22,24148.28,10000,40
"358836",9,0,6,22,105,10000,45
"358842",11,0,0,8,0,109020.34,30
"358844",6,1,80,4,4835.02,3576.86,30
"358857",11,0,20,22,671,3000,49
"358858",3,3,1,22,5,5000,29
"358860",13,3,0,22,0,1000,40
"358868",13,1,33,22,1625,1600,14
"358883",9,1,1058,22,42859.21,15000,31
"358884",12,0,3,22,150,500,15
"358885",7,1,42,22,4221,4000,27
"358898",14,0,0,22,0,90000,60
"358900",15,1,108,20,4474.7,3461.25,60
"358904",7,0,24,22,3921,20000,63
"358915",7,0,0,22,0,1650,30
"358935",14,3,7,22,319,350,45
"358943",2,1,66,22,3316,3000,30
"358959",11,0,1,10,32.59,1955.51,31
"358974",6,1,29,10,4721.76,4692.05,30
"358978",7,1,42,22,5583,5000,30
"358980",9,0,2,22,26,25000,30
"358985",7,0,42,22,1464,16000,30
"358997",10,0,1,22,1,2000,30
"359004",8,0,1,22,25,10000,27
"359017",13,0,6,22,430,17000,35
"359051",6,0,22,22,3427,15000,30
"359056",1,0,2,17,134.73,18565.67,30
"359073",6,2,1,22,190,30000,60
"359075",13,3,0,22,0,5000,30
"359098",13,0,1,22,1,1000,31
"359123",10,3,0,22,0,1500,14
"359130",14,0,4,22,31,4000,30
"359164",4,1,22,22,2825,2800,37
"359170",3,0,6,22,90,500,30
"359171",13,1,28,22,654.91,500,14
"359178",13,3,20,22,890,4200,30
"359182",11,1,81,22,3321.69,3000,29
"359184",1,0,1,22,40,500,20
"359207",14,0,0,10,0,2405.12,30
"359217",2,1,37,22,1214,1000,30
"359246",14,0,0,22,0,5000,60
"359259",11,1,56,22,1430.67,1000,30
"359260",7,1,142,22,6136,6125,21
"359261",11,0,1,7,3.02,60464.06,30
"359270",2,1,36,22,2541,2000,30
"359276",9,3,15,10,375.9,1337.74,30
"359285",9,1,2876,22,211447,60000,32
"359288",11,0,5,22,360,1000,30
"359294",7,0,5,22,110,17000,30
"359301",11,1,128,22,11984,10000,30
"359304",8,0,11,22,700,10000,32
"359305",10,0,1,22,1,50000,42
"359312",2,3,6,22,115,10000,45
"359336",7,1,1778,10,58976.96,22707.32,30
"359353",7,1,139,22,7433.66,5500,32
"359354",8,0,49,22,5450,30000,30
"359359",2,1,194,4,6298.74,1911.31,28
"359382",3,3,4,22,146,5000,59
"359383",11,0,36,8,874.78,2867.58,40
"359394",12,0,1,22,1,70000,32
"359398",7,0,2,10,9.23,4612.69,30
"359401",7,0,1,16,1.01,177.04,43
"359410",11,0,8,22,520,1000,31
"359414",13,1,912,17,44680.83,14757.45,15
"359415",13,0,1,22,1,250000,30
"359417",11,1,55,22,5480,5000,30
"359435",9,1,2946,22,140023,18000,14
"359446",3,0,0,22,0,400,3
"359447",6,0,111,10,20628.47,44730.05,31
"359451",10,0,2,22,1030,5e+06,60
"359459",9,0,97,17,5216.37,53490.24,32
"359467",7,0,0,22,0,1000,90
"359472",11,0,7,22,461,60000,35
"359474",13,0,1,2,7.51,4504.17,23
"359533",4,1,31,22,3150,2500,54
"359537",1,1,193,22,16041,15000,30
"359539",11,0,0,22,0,25000,60
"359557",13,1,32,10,1266.12,642.05,24
"359559",7,0,2,22,20,25000,29
"359565",7,0,29,22,1686,75000,60
"359593",1,0,15,22,1502,10000,60
"359594",14,0,5,22,21.38,2000,30
"359613",7,1,41,10,6455.59,6159.91,30
"359621",13,0,14,10,1298.68,3911.69,30
"359630",1,1,6,22,232,200,7
"359639",8,0,0,22,0,50000,40
"359642",1,1,77,22,3446,2000,20
"359644",9,0,27,22,1368,4500,45
"359648",1,1,68,22,3395,800,20
"359650",9,0,22,22,867,4000,30
"359660",9,1,144,22,1599.42,475,31
"359662",8,0,36,22,2110,20000,30
"359681",11,0,0,22,0,1e+05,30
"359682",11,0,2,1,32.41,10804.97,30
"359687",6,0,10,10,1009.32,9000.32,40
"359691",11,0,2,22,50,1000,29
"359705",1,0,2,10,16.95,30827.09,30
"359709",14,0,2,2,46.05,837.24,60
"359732",6,1,200,9,24761.93,10687.99,30
"359746",1,1,308,22,35640,25000,33
"359763",7,0,7,10,1203.35,5841.51,60
"359774",14,1,25,22,777,500,23
"359784",1,1,31,22,1800,550,27
"359787",13,3,0,22,0,3500,30
"359788",8,1,15,22,1026,700,21
"359803",13,1,33,22,2016,2000,30
"359822",11,0,3,22,100,400,10
"359823",11,1,65,22,6215,5750,20
"359833",11,1,41,22,1480,1125,20
"359834",13,1,40,22,1591.69,1500,30
"359837",5,1,239,22,9870.01,9700,40
"359845",12,1,169,22,22670,19700,34
"359847",11,1,28,22,3000,3000,45
"359853",13,0,12,22,615,70000,38
"359863",9,1,52,10,1531.58,951.52,15
"359879",15,0,11,22,825,5000,63
"359880",13,0,0,22,0,10000,30
"359889",5,1,174,22,5529,4500,21
"359890",7,1,81,22,7805.5,6000,30
"359895",14,1,420,10,84517.66,54161.12,31
"359901",9,1,276,22,7219,6000,26
"359912",5,1,82,22,6052,6000,33
"359919",14,3,4,22,39,30000,30
"359928",13,1,34,22,1043,500,30
"359941",9,1,475,22,8435.39,1000,17
"359942",7,1,9,22,15151.1,14900,45
"359944",9,1,50,22,1215,1000,60
"359951",7,0,1,22,35,1e+05,32
"359971",5,3,16,11,4611.56,34567.52,35
"359983",11,1,69,22,5035,5000,44
"359984",9,1,842,22,81146.14,300,30
"359990",15,1,17,22,611,600,42
"359996",1,3,0,22,0,500,29
"360020",15,1,61,22,5011,5000,31
"360028",1,3,0,22,0,5000,16
"360035",13,1,43,19,4794.5,4680.42,17
"360046",11,0,1,22,100,30000,30
"360048",14,0,25,22,1592,28000,44
"360052",11,1,10,22,505,500,30
"360081",1,0,1,22,1,500,20
"360086",11,1,78,22,3300,3200,60
"360094",7,1,16,22,3050,3000,60
"360102",13,0,4,10,112.89,12417.78,30
"360177",8,1,127,22,9860.5,8888,31
"360188",7,1,65,22,16202,9087,39
"360230",11,1,248,22,10273,10000,30
"360235",15,0,0,22,0,9000,44
"360256",7,1,170,22,14385.11,9500,31
"360274",13,1,218,22,6343,5000,30
"360277",13,0,0,22,0,3000,30
"360291",9,0,3,20,20.14,177.68,45
"360294",7,1,58,18,7369.93,7176.18,30
"360296",4,0,0,22,0,10000,30
"360307",14,0,1,2,0.72,43280.68,60
"360317",13,1,48,22,3571,3200,30
"360355",11,0,1,22,15,1000,21
"360362",5,1,1714,10,78150.36,53688.39,40
"360377",11,0,0,9,0,21894.05,30
"360378",4,0,11,22,426,10000,30
"360380",1,1,24,22,1522,1500,30
"360411",7,0,29,22,1970,14500,23
"360419",11,1,76,22,2950,2700,30
"360468",6,1,106,22,15083,15000,45
"360476",15,1,76,10,6186.31,5743.26,30
"360488",13,1,21,22,1065,1000,90
"360489",7,1,29,22,3916,3800,34
"360496",7,1,112,22,9199,7000,30
"360502",11,1,54,10,1457.76,856.67,22
"360523",11,0,0,22,0,1e+06,30
"360527",11,1,146,22,8606,8000,60
"360532",14,0,6,22,703,30000,40
"360565",8,1,16,22,2015,2000,29
"360568",9,1,26,9,1152.91,609.17,30
"360571",12,0,140,22,6755,10000,30
"360578",9,1,130,10,11903.6,10282.78,30
"360592",9,3,13,10,350.51,5452.39,32
"360604",3,0,12,22,211,500,30
"360606",7,1,64,10,4455.78,4070.45,29
"360637",1,0,56,10,7322.25,13072.54,37
"360651",5,1,255,22,17129,10000,45
"360660",13,0,0,22,0,2500,53
"360664",4,0,15,22,626,3500,30
"360697",14,0,2,22,10,300,30
"360722",11,1,1673,22,55266.57,1,60
"360729",11,3,1,22,25,900,22
"360739",11,0,6,22,125,585,30
"360757",11,0,7,22,241,10400,30
"360780",9,1,1056,22,215594.52,15000,29
"360812",11,0,17,22,713,5000,30
"360814",11,3,0,10,0,16232.71,60
"360818",15,0,1,22,10,4000,30
"360828",13,1,83,22,5636,5250,30
"360838",11,3,0,22,0,200,30
"360839",13,0,7,22,420,5000,42
"360861",10,1,22,22,895,500,7
"360862",11,0,0,22,0,11500,15
