"","main_category","state","backers","country","usd_pledged_real","usd_goal_real","date_diff"
"28",7,1,571,4,42174.03,15313.04,30
"29",2,1,27,10,160.6,142.91,30
"31",8,0,1,10,31.09,5181.12,30
"34",1,0,30,22,1395,25000,40
"36",7,0,54,22,1373.37,10000,30
"48",7,1,154,22,9401,8000,30
"67",15,1,144,22,15425,15000,60
"70",3,0,1,10,3.09,7716.41,30
"77",6,0,0,22,0,68000,30
"92",2,0,14,22,474,4289,45
"104",5,0,4,22,156,500,30
"120",7,0,4,22,270,20000,30
"125",8,0,0,22,0,20000,29
"144",5,0,0,10,0,803.32,30
"145",6,0,1,22,25,2500,30
"169",1,0,2,22,2,1200,45
"195",14,1,24,16,2739.22,2658.03,32
"227",8,1,52,22,2164.77,2000,38
"231",8,1,161,22,30066,25000,35
"232",13,3,1,22,25,15000,21
"257",8,0,2,22,50,22500,30
"266",11,1,195,22,11713,10000,30
"273",9,0,3,22,45,800,60
"281",7,1,43,22,3585,3500,31
"286",14,1,2278,22,227673,25000,45
"301",7,0,8,22,171,9000,40
"305",10,1,33,22,1804,1500,26
"317",8,1,17,10,524.38,385.58,30
"326",8,1,172,22,25816,25000,30
"330",7,1,17,2,649.89,192.96,25
"342",8,1,145,22,15018,15000,30
"352",11,1,138,22,7453,7000,28
"357",11,0,4,22,130,15000,50
"377",14,0,0,4,0,31343.05,60
"391",13,0,1,10,17.98,49034.03,30
"404",8,0,0,10,0,24051.18,45
"409",2,0,6,22,320,60000,60
"411",5,1,2789,22,87207.5,18000,35
"416",7,0,44,22,2935,10000,40
"434",12,0,27,22,797,3000,16
"445",11,0,4,22,200,3000,34
"446",15,0,21,22,1810,6500,45
"447",1,0,0,22,0,4000,15
"453",13,1,51,22,2522,2000,40
"475",11,0,0,22,0,2000,30
"476",9,1,1258,22,20709.5,10200,30
"484",1,0,0,22,0,1000,30
"494",6,3,29,22,1525,50000,30
"504",8,0,4,2,38.98,637.89,30
"505",15,0,0,22,0,5000,25
"509",1,3,1,22,50,7000,30
"510",7,1,66,22,11001,5500,23
"522",1,0,12,22,660,2500,30
"530",11,0,0,22,0,500,30
"533",11,1,9,4,18.12,0.91,30
"542",11,1,694,22,61315,57000,22
"545",1,2,0,16,0,52.32,16
"557",7,0,0,22,0,1500,30
"568",7,0,7,22,1041,62700,60
"572",13,1,18,22,950.01,500,21
"573",1,1,14,22,1100,1000,20
"583",14,0,1,22,50,150000,30
"604",7,0,1,22,1,3500,33
"615",2,1,29,22,1100.65,1000,30
"634",11,0,14,22,1310,5500,18
"638",2,0,3,22,12,3000,60
"641",1,0,9,22,313,750,30
"643",14,1,12758,22,1374021,30000,30
"661",1,1,62,22,2820,2750,43
"665",11,0,1,4,0.81,343712.09,56
"668",6,0,8,22,216,10000,29
"671",6,0,5,22,585,5000,30
"674",2,0,8,22,250,9000,90
"685",1,3,2,22,10,6907,30
"707",13,0,4,3,183.76,5535.01,30
"716",9,3,5,4,49.83,389.29,32
"726",9,0,59,22,3351,30000,30
"731",14,0,3,22,7,4000,15
"733",8,1,285,22,10752,9500,31
"735",7,1,411,22,45155,40000,33
"740",14,1,164,22,30126,9000,33
"742",2,1,84,10,1693.27,1509.6,33
"751",11,0,2,10,92.23,3952.67,30
"762",7,0,1,22,200,4000,26
"770",6,0,4,22,110,20000,30
"775",11,1,24,22,5475,5000,37
"777",7,0,1,22,25,1e+06,60
"780",1,1,11,22,702,700,9
"783",9,1,24,22,198,60,30
"788",14,3,21,22,446,60000,36
"793",1,1,43,22,1671,1400,30
"798",13,0,7,22,200,800,6
"813",7,1,59,4,1766.97,1749.48,30
"822",7,3,10,22,281,125000,45
"839",11,0,4,22,41,1000,40
"843",14,2,9,22,225,3100,45
"853",5,1,600,22,52837.51,43000,37
"854",6,1,77,22,5189,2000,30
"861",4,1,97,22,5255,5000,30
"898",6,3,0,22,0,9500,38
"910",8,0,1,22,100,5000,30
"911",11,0,1,22,1,10000,22
"923",7,1,106,22,11610,10000,17
"925",7,0,26,22,3355,20000,33
"937",8,1,117,22,40062,30000,36
"964",15,0,4,22,110,1200,51
"965",1,0,4,10,143.3,778.79,30
"980",13,3,141,22,6353,30000,30
"990",6,1,79,6,39090.97,22720.04,30
"1007",7,0,189,22,20677,50000,45
"1009",5,1,115,22,19711,10000,40
"1022",5,1,854,22,103307.65,1e+05,33
"1031",8,1,75,22,28036,28000,30
"1047",13,1,111,22,2661.32,2000,30
"1057",8,3,0,2,0,654.34,60
"1058",8,0,3,22,149,3000,30
"1063",11,0,0,22,0,18000,51
"1071",11,0,59,22,10375,13000,45
"1084",5,0,24,4,375.67,444.05,17
"1093",13,1,17,22,2315,2000,21
"1136",7,3,1,22,5,150000,30
"1143",13,0,33,22,11974,50000,40
"1150",9,0,0,22,0,1000,30
"1162",5,0,269,22,14757,1e+05,30
"1163",10,0,62,10,2537.87,16869.64,30
"1166",5,0,0,22,0,50000,30
"1174",8,0,4,22,460,5000,31
"1181",12,0,7,22,1211,24850,31
"1182",1,1,138,22,9194,9000,30
"1191",6,0,0,22,0,900,60
"1199",14,3,79,22,48907,50000,48
"1200",9,0,2,22,56,15000,30
"1210",8,0,3,22,30,60000,60
"1221",13,0,4,22,170,2500,30
"1227",11,1,16,22,673.21,600,30
"1236",1,0,9,22,910,10000,30
"1244",1,0,7,22,322,2000,25
"1257",5,3,56,22,6074,36000,32
"1266",11,1,26,22,2570,2500,31
"1297",14,0,85,22,7697,50000,30
"1300",11,1,101,22,3682.93,2750,30
"1304",1,0,18,22,596,1800,40
"1317",1,1,7,22,507,500,30
"1319",11,0,8,22,181,25000,30
"1335",9,1,966,22,39557.16,1500,28
"1337",13,0,5,5,16.47,4117.56,30
"1345",5,3,52,10,8099.42,34301.39,31
"1394",1,0,2,22,6,20000,30
"1407",1,0,2,4,4.99,415.45,30
"1419",5,0,13,22,495,25000,33
"1428",14,2,6,22,464,1500,30
"1432",7,1,23,22,5130,5000,30
"1440",14,0,40,9,2474.19,27725.1,30
"1444",7,0,0,10,0,311.09,15
"1452",5,1,97,10,6811.34,4182.84,35
"1455",12,0,2,2,145.3,50853.61,60
"1458",7,0,3,22,61,10000,40
"1468",12,0,0,4,0,4043.67,30
"1476",11,0,12,22,450,5000,27
"1478",5,0,1,22,35,8000,30
"1512",12,0,1,22,25,1e+05,30
"1516",2,1,189,22,12577,500,30
"1518",9,0,152,4,3472.74,22309.61,30
"1550",12,0,4,22,262,9000,30
"1572",11,1,32,10,754.56,81.37,22
"1605",9,1,235,6,7170.65,5480.47,29
"1618",14,3,0,22,0,200,7
"1652",8,1,76,22,4410,4200,44
"1660",7,0,16,22,1488,54000,30
"1661",11,0,0,22,0,2000,28
"1674",3,1,2,10,120,17.14,15
"1717",10,1,73,10,2115.32,766.98,30
"1724",1,0,22,2,1481.29,7991.28,45
"1727",13,0,3,22,45,2500,30
"1752",7,0,18,22,2662,25000,60
"1754",7,0,16,22,563,5000,30
"1759",9,0,6,22,140,20000,30
"1764",12,0,14,17,290.3,12767.96,32
"1769",13,0,0,22,0,1500,30
"1788",4,1,39,22,1195,1000,30
"1790",14,1,31,2,8690.42,7630.43,30
"1836",14,0,66,22,2072,16500,41
"1839",7,3,0,22,0,250,24
"1843",14,1,120,22,2780,1000,28
"1846",7,1,82,22,20243,20000,30
"1877",7,1,4,22,510,500,15
"1884",11,1,119,22,8016,8000,22
"1890",7,1,20,10,1753.26,1525.9,31
"1910",10,0,3,10,4.63,23165.67,60
"1912",14,1,60,22,2313,1500,30
"1925",3,3,3,22,67,14440,40
"1935",5,1,102,22,17391,12500,30
"1936",14,1,202,22,150986,80000,33
"1967",7,0,90,22,6095,2e+05,91
"1971",7,0,1,22,35,3500,30
"1974",11,1,202,22,12876,12000,40
"1977",6,0,1,3,1.12,2243.79,30
"1982",11,0,0,22,0,15000,29
"1988",9,1,140,22,862,110,30
"1989",7,0,1,22,1,4000,45
"2035",10,0,1,2,3.67,1466.28,36
"2036",14,1,81,22,65346,25000,32
"2051",12,0,5,22,201,5000,30
"2058",5,1,114,2,11970.37,7087.67,29
"2059",11,3,0,22,0,1625,14
"2064",9,0,5,22,105,15000,30
"2069",7,1,10,22,1480,200,60
"2073",14,0,0,22,0,4000,30
"2077",7,0,5,22,220,6000,90
"2083",15,0,10,22,525,5000,40
"2095",13,0,0,22,0,2000,21
"2098",13,0,4,10,131.34,32835.33,28
"2102",9,0,3,4,45.82,1768.35,8
"2104",4,0,13,10,563.28,797.84,49
"2107",11,0,14,22,450,1000,28
"2111",7,0,1,22,10,5000,30
"2120",8,1,52,22,7052.38,5000,30
"2135",9,0,21,22,261,10000,32
"2141",7,0,9,22,91,50000,30
"2149",4,0,12,22,1256,2500,14
"2181",11,1,2,17,94.08,80.64,30
"2200",9,0,5,10,15.34,3067.96,45
"2205",9,0,11,22,1225,2400,30
"2211",5,1,2389,22,501612,50000,60
"2215",9,1,316,22,10872.79,10000,60
"2236",7,0,2,22,2,2700,27
"2245",13,3,73,4,2570.12,7173.6,43
"2247",12,0,0,10,0,15248.06,45
"2251",5,1,204,22,16067.69,999,20
"2260",7,0,21,22,1381,67000,31
"2263",13,1,97,10,22940.32,22853.66,40
"2267",9,1,139,22,2366,300,30
"2293",15,0,0,22,0,15000,60
"2294",13,3,0,22,0,6000,30
"2295",8,0,0,4,0,131.61,21
"2347",7,1,9,22,635,300,30
"2362",9,0,2,22,26,5000,36
"2368",13,1,50,22,2696,1500,31
"2434",13,0,32,22,687,1500,45
"2438",13,0,0,22,0,777,21
"2440",2,1,234,22,5928,2000,30
"2446",11,1,108,22,4065.69,3000,30
"2450",9,1,480,22,19801.5,18000,34
"2455",13,3,0,22,0,275000,30
"2470",1,1,22,22,2431,2400,30
"2471",14,0,0,22,0,20000,51
"2474",13,0,0,4,0,577.9,29
"2476",2,0,9,22,345,6000,30
"2486",9,0,1,6,11.17,44671.77,30
"2513",7,0,11,22,450,3000,21
"2519",3,3,21,22,350,20000,33
"2549",9,1,620,22,29730,28500,33
"2551",9,0,4,10,88.69,14780.87,30
"2554",8,0,1,22,10,15000,30
"2582",1,0,88,22,3135,10000,33
"2604",14,0,6,22,46,210000,40
"2621",7,0,1,22,5,750,39
"2643",14,0,227,2,24344.46,48864.83,46
"2644",6,1,50,7,11154.41,7436.27,30
"2677",11,0,2,22,44,2000,30
"2683",13,1,34,22,1540,1500,32
"2684",11,0,6,22,1935,15000,30
"2705",2,1,90,22,3077,3000,25
"2722",7,0,3,22,201,20000,46
"2739",14,3,0,22,0,800,22
"2741",14,3,448,22,22064,50000,36
"2751",1,0,1,22,20,1600,31
"2766",15,1,59,10,3613.93,3047.15,40
"2772",5,3,137,22,17982,1e+05,49
"2777",15,0,1,22,26,1e+05,60
"2783",13,0,1,22,40,20000,59
"2793",14,0,5,22,180,75000,30
"2799",11,0,6,2,210.71,14047.57,30
"2802",11,1,267,22,4390.21,4000,30
"2806",13,1,25,22,1027,700,12
"2822",2,0,43,4,2221.4,8275.1,30
"2830",9,1,529,22,26126,18500,30
"2836",8,1,33,22,5209,5000,35
"2841",14,0,23,10,3654.71,28664.38,55
"2855",9,0,1,10,68.52,1027.81,30
"2857",13,2,85,22,7554,18500,31
"2861",7,1,40,10,1384.57,1318.63,30
"2862",15,0,8,22,126,2000,60
"2867",1,1,94,22,10601,10000,29
"2868",9,3,0,10,0,3316.47,30
"2870",11,0,45,22,3926,17000,35
"2874",15,1,19,22,875,800,14
"2880",9,0,8,22,209,1000,30
"2891",12,3,5,10,93.34,2629.16,30
"2907",1,0,89,22,7332,30000,60
"2910",5,3,72,22,38129,99000,27
"2924",11,0,0,10,0,8560.03,30
"2933",11,0,2,22,75,5000,30
"2944",11,1,66,22,4320,3500,30
"2952",7,0,0,22,0,15000,30
"2963",2,0,95,22,4283,15000,30
"2981",7,0,1,22,1,50000,30
"2995",1,3,0,18,0,1206.81,60
"2997",11,1,98,22,8792,8000,44
"3039",8,0,3,22,60,60000,60
"3044",9,0,3,22,212,10000,30
"3064",8,0,1,22,100,25000,30
"3073",8,0,1,22,40,1200,30
"3078",5,1,80,22,9126.88,8000,45
"3086",10,0,4,22,1080,7000,69
"3115",8,3,6,22,875,22000,60
"3118",11,1,54,22,3090,3000,25
"3122",6,0,1,22,50,25000,30
"3157",11,0,17,22,998,3500,60
"3180",11,0,0,17,0,23386.09,30
"3188",5,0,3,22,151,3000,45
"3197",6,0,18,13,322,10591.99,33
"3205",7,3,0,22,0,1000,30
"3214",7,0,0,22,0,10000,42
"3218",14,0,27,22,6321,50000,30
"3228",5,1,430,22,24836.9,3500,60
"3230",1,1,24,22,875,850,30
"3237",12,1,20,22,866,800,18
"3244",11,0,7,22,220,500,72
"3255",13,0,0,22,0,1450,30
"3270",9,1,1558,22,52616,30000,30
"3281",6,0,7,22,100,2000,45
"3289",6,0,7,10,498.99,7492.32,30
"3290",7,0,2,22,6,7500,60
"3332",8,0,30,22,1125,26000,30
"3333",6,1,27,10,355.45,198.21,14
"3364",4,1,36,22,2626.61,2000,60
"3367",2,3,1,22,5,50000,30
"3402",11,1,20,22,1135,1000,18
"3406",9,1,164,8,9449.33,1690.2,30
"3408",13,1,198,22,8377,3888,30
"3409",14,0,2,10,31.27,2345.22,30
"3415",7,1,122,22,18295,12000,31
"3418",11,1,102,22,3412,1800,46
"3421",5,0,57,22,2252,20000,31
"3435",9,0,1,22,25,3000,90
"3437",11,1,28,10,748.98,329.66,36
"3453",15,1,6,22,505,500,21
"3459",2,0,2,22,130,10000,30
"3495",8,0,49,22,4771,42500,39
"3497",6,0,0,22,0,4000,40
"3503",1,0,39,22,7735,33333,33
"3524",9,0,4,22,100,10000,31
"3564",1,1,47,22,642,250,15
"3567",7,1,107,22,4680.69,3500,30
"3586",15,1,13,22,2025,2000,19
"3596",11,3,15,22,1296,10000,33
"3599",3,0,11,22,211,1250,45
"3629",11,0,0,22,0,225,21
"3634",11,1,125,22,14546,10000,30
"3660",7,0,2,10,811.18,16191.19,30
"3682",7,1,17,22,562,525,30
"3688",6,1,48,3,2282.97,2172.19,21
"3713",9,0,15,22,601,3000,45
"3719",9,1,1277,22,32527,5000,16
"3735",11,1,27,22,1125,1000,30
"3743",15,1,17,22,1050,1000,85
"3756",13,0,1,22,1,12000,30
"3771",14,0,32,10,1378.88,2042.78,30
"3774",13,0,3,10,68.1,1583.83,30
"3795",12,1,42,22,3301,2000,37
"3803",6,0,3,22,32,10000,30
"3827",11,1,177,22,19336,12000,30
"3830",11,1,53,22,3645,3500,30
"3862",13,0,0,22,0,7000,30
"3864",8,0,8,12,287.06,1016.69,30
"3865",8,0,1,22,5,1e+05,30
"3867",7,3,119,22,11703.84,27500,59
"3871",4,1,6,10,150.29,150.29,58
"3874",8,0,0,22,0,5000,17
"3884",7,3,8,22,380,19000,30
"3895",9,1,67,22,5287,5000,30
"3898",13,1,5,22,150,135,30
"3900",13,1,14,22,323,200,47
"3909",6,1,1069,22,102843,15000,45
"3933",5,3,64,10,5497.13,18566.38,45
"3939",7,0,1,22,25,10000,22
"3967",2,1,49,22,3535,3500,29
"3968",13,0,1,22,25,3000,30
"3984",7,0,1,22,100,30000,22
"3986",1,1,69,22,998.5,250,14
"3993",13,0,0,22,0,3000,60
"3994",7,0,0,22,0,2000,45
"3995",2,1,79,22,2355,2000,30
"4000",9,1,1483,22,53536.21,20000,30
"4017",11,0,9,22,280,3000,30
"4028",12,1,14,22,815,199,6
"4030",14,0,117,22,2386,65000,30
"4038",14,1,144,2,19720.82,18863.65,30
"4061",3,0,1,22,1,250,14
"4085",7,1,11,4,979.53,901.96,18
"4087",7,1,22,22,1125,1000,30
"4101",13,1,68,22,3098,3098,12
"4109",9,0,16,4,156.8,1360,32
"4113",5,3,8,13,271.56,47325.54,60
"4116",14,0,13,22,925,13000,30
"4117",9,0,31,4,1244.59,2069.5,30
"4119",8,1,222,22,30054,30000,50
"4142",11,1,37,22,1780,1750,30
"4151",6,0,2,22,6,5000,45
"4157",7,1,66,8,6764.53,5707.5,31
"4201",6,0,7,10,348.79,902.05,14
"4252",6,1,81,22,2152,450,21
"4292",14,1,610,22,109926.5,1e+05,31
"4294",13,1,48,22,2621,2500,32
"4300",11,0,57,22,6842,25000,60
"4303",3,0,2,10,3.13,782.4,60
"4311",8,0,13,22,910,4000,57
"4324",6,0,6,22,278,2014,16
"4325",15,0,21,22,1129.44,6000,16
"4326",14,1,393,22,36587.72,35000,45
"4330",13,0,12,10,363.08,8068.42,30
"4338",3,1,27,22,4076,3500,30
"4360",7,0,10,22,287.25,1300,31
"4370",8,0,4,22,106,1100,30
"4372",12,1,62,22,1414.11,550,9
"4386",1,1,93,22,9492,9350,30
"4397",7,0,13,22,658,9200,31
"4413",14,1,609,22,57442,50000,40
"4428",11,1,281,22,105165.8,1e+05,45
"4467",7,0,9,10,650.18,5536.84,30
"4474",1,0,12,10,848.56,5723.85,35
"4484",5,0,2,4,25.4,13609.15,30
"4487",7,1,30,22,6506,6000,59
"4501",2,1,139,22,5560,3000,30
"4513",11,0,15,4,662.44,5161.34,30
"4516",8,0,14,22,755,15000,60
"4534",9,1,553,9,29119.11,27732.48,35
"4538",9,1,39,22,1272,1100,30
"4554",11,0,1,22,1,2000,30
"4558",7,0,4,22,170,2500,30
"4579",11,0,15,22,2495,6000,30
"4582",1,0,0,22,0,500,30
"4586",7,1,59,6,3131.69,3131.69,30
"4587",5,0,18,22,1020,12500,30
"4595",15,1,29,22,6198.45,6000,38
"4603",1,0,10,22,551,15000,60
"4651",13,1,51,22,4050,3000,60
"4661",5,0,2,2,1.63,52931.6,30
"4662",5,0,5,6,882.67,167595.89,30
"4666",8,1,52,22,2045,2000,30
"4672",1,0,1,22,5,500,30
"4683",9,1,283,20,34312.49,5845.7,30
"4691",15,1,57,22,2215,2000,27
"4704",13,3,2,22,50,15000,30
"4738",13,3,0,22,0,20500,8
"4740",6,0,2,10,34.56,8227.88,60
"4741",3,0,2,22,22,500,5
"4743",10,0,0,22,0,200,58
"4766",7,0,1,22,50,550,30
"4768",7,1,74,22,6963,6000,22
"4772",7,0,59,22,1336,6000,48
"4773",3,0,1,22,10,500,20
"4780",9,1,1011,4,76255.36,45599.64,34
"4788",13,1,49,22,1680,1000,30
"4790",7,0,0,22,0,8000,45
"4792",13,3,0,16,0,2414.99,42
"4796",9,1,194,22,29206,15000,30
"4799",11,1,22,22,795,750,34
"4808",9,0,13,10,583.86,3089.18,30
"4819",9,1,1499,22,4773.91,1,30
"4824",1,1,39,22,1638,300,14
"4833",6,0,1,22,1,15000,30
"4834",14,3,1,16,158.03,368.73,15
"4844",7,0,1,22,25,35000,60
"4854",2,1,31,4,1594.94,1570.6,35
"4858",11,1,39,22,2845,2400,30
"4873",9,1,11,22,360,350,30
"4876",9,0,3,22,8,50000,30
"4881",7,0,2,6,221.23,6703.84,28
"4892",14,0,2,13,148.82,5315.02,60
"4901",1,1,59,22,2413,2000,31
"4931",1,0,2,10,238.88,33221.54,40
"4951",11,0,1,22,25,10000,30
"4961",7,0,0,22,0,500,60
"4962",7,0,0,22,0,70000,30
"4983",8,0,0,22,0,25000,30
"4988",7,1,119,22,8395,5000,30
"5012",5,1,10,22,43,30,30
"5022",11,3,10,22,281,1200,14
"5034",11,1,33,22,1098,1000,26
"5035",14,3,15,2,3642.44,26023.59,40
"5060",11,0,2,22,25,1500,45
"5062",8,0,5,22,176,6000,30
"5063",1,0,4,22,151,2000,29
"5068",6,0,0,22,0,1250,5
"5069",7,1,15,22,528.17,500,14
"5076",5,0,2,22,60,40000,30
"5091",8,0,65,22,5032,36000,30
"5132",7,0,0,22,0,8100,30
"5133",7,1,203,22,26293.95,20000,58
"5136",13,1,76,22,6221,6000,30
"5148",3,3,1,11,14.09,256.16,30
"5167",8,1,157,22,44182.2,40000,30
"5174",11,0,11,22,355,3000,30
"5180",3,3,0,22,0,5000,30
"5182",7,3,32,22,1045,20000,30
"5184",7,0,0,22,0,30000,60
"5192",11,1,95,22,4516.44,4000,30
"5200",12,0,1,2,0.93,5602.76,45
"5205",3,1,179,10,5056.06,1336.75,30
"5232",11,1,77,22,8100,8000,30
"5234",5,0,6,22,65,3000,30
"5236",6,0,2,22,2575,7500,30
"5237",7,1,4,2,742.13,720.51,30
"5240",7,0,0,22,0,2000,23
"5247",9,3,30,22,5846.25,75000,45
"5250",7,3,2,4,119.83,34793.07,60
"5255",7,0,1,22,25,1e+05,45
"5283",2,1,69,22,3647,3000,30
"5306",3,1,21,22,338,240,14
"5307",1,3,0,22,0,2000,30
"5315",5,1,1337,22,45328,5000,33
"5318",9,0,2,22,6,10000,25
"5329",5,1,4730,22,537823.5,20000,32
"5335",1,0,10,10,1365.48,2571.52,30
"5366",13,0,0,22,0,2500,15
"5370",5,0,2,2,203.19,105224.96,30
"5371",7,0,3,22,33,1000,13
"5385",7,2,0,22,0,2000,30
"5403",13,0,5,9,92,1069.8,30
"5408",14,0,62,10,4042.7,27408.15,30
"5414",7,1,59,22,3120,3100,30
"5418",13,0,1,22,25,10000,30
"5472",14,0,0,22,0,3300000,7
"5490",9,1,184,22,3916,500,11
"5495",9,0,1,22,1,500,30
"5497",5,2,5,2,651.87,7872.78,59
"5512",9,0,212,10,11738.56,17514.73,30
"5515",5,0,159,13,26607.51,71116.75,31
"5517",5,1,2116,6,98434.15,3613.5,38
"5530",13,0,8,22,500,15000,60
"5535",7,0,23,22,770,4000,30
"5544",6,0,0,22,0,40000,30
"5549",11,1,111,22,5802.66,3000,30
"5550",5,3,1,13,77.6,205.42,40
"5560",7,3,29,22,1214,35000,30
"5562",13,0,0,22,0,4000,30
"5570",10,0,20,22,1212,10000,30
"5592",13,3,0,4,0,7644.09,30
"5593",13,0,2,22,35,38484,30
"5607",5,3,105,22,21097,25000,45
"5625",7,0,5,22,68,3000,30
"5633",9,0,0,22,0,35000,30
"5636",9,1,1203,10,79055.35,64077.92,45
"5638",12,0,6,22,414,12000,45
"5639",7,1,32,22,1270,1200,15
"5646",9,0,0,22,0,50000,30
"5647",11,0,1,22,5,1000,30
"5650",7,0,26,22,2020,5000,30
"5659",13,1,24,10,1165.73,734.71,30
"5660",3,0,0,9,0,1117.91,60
"5662",9,0,4,22,103,400,60
"5667",12,1,9,22,385,199,5
"5686",3,1,102,22,6095,1000,30
"5697",13,0,0,22,0,375,7
"5698",14,0,3,22,45,10000,15
"5706",11,1,94,22,5804,3500,30
"5718",6,0,5,22,442,2000,25
"5719",11,0,4,22,70,2500,60
"5722",14,0,4,22,226,30000,60
"5738",12,0,0,22,0,1600,30
"5750",10,0,1,22,1,5000,30
"5752",6,0,0,22,0,10000,30
"5755",14,0,285,22,7016.01,49000,42
"5764",7,3,87,22,3573,20900,14
"5766",2,1,10,22,226,100,30
"5775",7,1,75,22,3171,3000,30
"5785",13,1,28,4,1901.74,1836.69,30
"5786",7,3,15,22,810,22000,45
"5791",1,0,1,22,10,400,60
"5797",6,1,39,22,1528,1000,30
"5822",14,0,3,22,60,10000,30
"5828",7,1,26,22,1013,1000,29
"5830",2,0,35,22,1373,2000,30
"5838",8,1,301,22,32093,30000,30
"5850",12,3,0,22,0,1000,30
"5876",2,1,200,22,12069,10000,35
"5879",13,3,1,22,67,10000,30
"5880",15,1,131,22,25910,25000,30
"5921",1,0,59,22,6505,15000,43
"5930",11,1,151,22,10611,9500,49
"5933",14,0,7,22,222,10000,30
"5957",9,1,819,8,107037.78,11195.95,20
"5962",2,0,8,16,135.65,3234.73,30
"5995",8,0,22,2,1057.08,75505.89,52
"5999",8,1,9,22,1500,1500,30
"6025",3,1,4,12,54.27,53.21,9
"6081",7,0,32,22,963.55,5000,50
"6106",9,1,196,22,2311,500,26
"6107",14,1,97,10,5020.03,4787.06,30
"6128",8,0,39,10,2521.92,4573.31,45
"6133",14,0,113,22,15465,40000,30
"6135",11,3,1,22,10,4000,60
"6148",14,0,3,16,188.48,16914.75,30
"6149",14,0,2,10,8.49,12034.21,25
"6160",9,1,58,22,2321.99,1500,35
"6180",11,1,115,22,10556,7500,30
"6187",13,0,3,22,31,20000,30
"6189",7,0,2,22,145,5000,30
"6191",7,0,51,22,11035,45000,90
"6206",7,1,4,22,2055,1200,18
"6241",7,0,0,22,0,10000,30
"6254",8,0,0,17,0,1670.25,16
"6265",5,3,38,6,3818.42,32823.12,35
"6287",3,1,60,22,1346,250,38
"6321",6,0,6,22,162,2500,54
"6333",7,0,7,10,387.49,824.46,30
"6354",14,0,143,22,13543,20000,45
"6360",1,1,83,22,3886,3500,36
"6361",13,0,6,22,190,8500,60
"6364",5,0,12,22,1636,50000,45
"6373",1,0,1,22,10,85000,30
"6376",13,0,0,12,0,311.25,30
"6383",7,0,3,22,180,36000,89
"6389",8,0,0,10,0,18111.92,30
"6397",6,0,2,22,264,20000,54
"6401",9,3,92,17,5422.6,28049.86,27
"6404",7,0,12,10,977.89,153997.78,60
"6417",9,0,5,22,81,4500,30
"6425",6,3,0,22,0,2500,46
"6427",7,0,5,20,130.16,2958.16,30
"6442",7,0,9,22,292,850,25
"6443",7,0,8,22,195,57000,69
"6445",9,0,21,22,4191,10000,45
"6462",6,0,4,22,122,5000,45
"6465",8,0,20,22,1135,15000,30
"6474",7,0,9,22,960,3500,28
"6476",7,1,92,10,4483.4,4122.28,30
"6500",11,0,0,22,0,6000,30
"6513",5,1,503,10,18457.31,7758.43,35
"6516",7,1,127,22,40976,40000,30
"6547",8,3,1,22,20,10000,30
"6562",6,1,28,22,3105,2500,30
"6563",13,1,40,22,2346,2000,30
"6570",7,3,0,22,0,5000,30
"6603",8,1,110,22,12662,12000,60
"6607",15,0,18,22,1152,5000,28
"6632",7,1,58,22,5135.01,5000,30
"6637",11,0,16,22,1415,2500,30
"6640",15,1,103,22,5145,5000,31
"6650",1,1,14,22,2000,2000,10
"6657",7,0,20,22,1110,10000,30
"6691",12,1,6,4,793.07,784.44,15
"6698",11,0,2,13,27.84,5568.98,60
"6699",1,0,5,2,62.69,548.55,14
"6705",1,1,29,8,499.68,212.18,20
"6713",6,0,20,22,2363,16000,30
"6718",5,1,54,22,972,500,30
"6719",9,0,8,22,416,2500,34
"6735",13,0,76,20,3551.85,9892.12,30
"6762",8,0,2,22,101,28000,30
"6785",8,3,0,22,0,20000,28
"6787",9,1,62,22,2014,2000,35
"6790",13,0,38,22,1155,3000,23
"6795",15,1,25,22,1726,1500,22
"6800",13,0,1,22,26,3000,60
"6806",14,0,4,22,70,5000,45
"6835",5,1,280,22,45386,45000,60
"6848",15,0,10,10,688.65,7485.37,30
"6871",6,0,3,22,72,20000,30
"6874",7,1,17,22,1105,1000,30
"6878",1,0,0,22,0,1000,36
"6913",11,1,108,22,4621,4000,31
"6924",7,1,17,22,902,700,17
"6936",5,0,67,10,10267.31,328186.28,30
"6937",14,0,55,22,6726,8000,30
"6965",7,0,2,22,35,1000,30
"6980",12,0,0,22,0,25000,16
"6986",6,0,9,22,551,4000,30
"7009",9,3,0,22,0,1e+05,45
"7033",9,0,10,10,492.42,2913.71,30
"7046",2,0,13,22,440,4000,91
"7052",9,0,26,22,406,8000,34
"7061",1,0,0,22,0,20000,30
"7069",6,3,2,22,26,25,30
"7070",7,1,30,22,8241,8000,35
"7073",13,0,10,17,366.03,5442.77,30
"7077",14,0,7,22,456,1000,30
"7080",3,0,0,22,0,5000,30
"7085",1,1,15,22,720,500,16
"7092",5,1,732,22,38187,20000,45
"7093",9,3,21,22,590,30000,30
"7099",7,0,7,22,185,65000,32
"7105",7,0,8,22,370,500,45
"7109",9,0,1,4,4.02,241157.56,45
"7119",7,0,4,22,57,7500,30
"7126",9,1,23,22,824,250,27
"7130",13,1,110,22,4440,350,39
"7131",7,0,10,22,276,12500,33
"7136",9,1,35,22,1596,1000,32
"7143",7,1,91,22,10170,10000,48
